Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power (kW),Duration (hours),Latitude,Longitude,Image,Service / Use Cases,Street Address,City,State,Postal Code,Country,URL,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Ownership Model,Equity Owner 1,Equity Owner 1 Percent,Equity Owner 2,Equity Owner 2 Percent,Energy Storage Technology Provider,Power Electronics Provider,Integrator Company,O&M Contractor,Developer,EPC 1,EPC 2,EPC 3,Debt Provider,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Funding Source 1,Funding Source Detail 1,Funding Amount 1,Funding Source 2,Funding Source Detail 2,Funding Amount 2,Funding Source 3,Funding Source Detail 3,Funding Amount 3,Research Institution,Research Description,Research Institution URL,Contact Name,Contact Email,Contact Phone,Contact Street Address,Contact City,Contact State/Province,Contact Zip,Contact Country,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,qqqq,rrrr
250 kW / 1 MWh ElChe Wettringen,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Mobile storage system as an alternative to conventional grid reinforcement. Storage assets are seen as an important element in the context of energy transition processes and the development of smart grids. In this case, the usage is beneficial for the integration of PV systems of rural areas in the grid because the reinforcement in the grid is only required for a time period of 5 years and would otherwise be left as a stranded capital investment.",250,4,52.2323411,7.29,,"Distribution upgrade due to solar, Microgrid Capability, Transportable Transmission/Distribution Upgrade Deferral, Voltage Support, ",Brechte 19,Wettringen,Northrine Westfalia,48493,Germany,http://www.utwente.nl/ctit/energy/assignments/available%20assignments/nykamp1.html,01-11-2014,01-09-2015,01-06-2015,,,,,,,Utility-Owned,RWE Deutschland AG/Westnetz GmbH,0,,,LG Chem,Parker Hannifin,Parker Hannifin,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,
Stafford Hill Solar Farm &amp; Microgrid: Lithium Ion,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Green Mountain Power constructed an innovative new solar project to improve resiliency and safety in communities, by generating clean energy that can be stored and used to power an emergency shelter at Rutland High School during a storm. According to the U.S. Department of Energy, The Stafford Hill Solar Farm is the first project to establish a micro-grid powered solely by solar and battery back-up, with no other fuel source.  Stafford Hill includes 7,700 solar panels that can generate 2 MW of electricity, enough to power about 2,000 homes during full sun, or 365 homes year-round. It also includes 4 MW of battery storage to store solar generation, which will provide many benefits to customers, including allowing the disconnection of an entire circuit from the grid in an emergency and providing critical power for an emergency shelter at the high school.  The Stafford Hill Solar Farm is sited at the closed Rutland City landfill, and is the first known solar storage project in the country to repurpose brownfield land once used to bury waste for the siting of renewable energy.",2000,0.85,43.619416,-72.95,,"Electric Bill Management with Renewables, Frequency Regulation, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Resiliency, ",,Rutland,Vermont,,United States,http://www.greenmountainpower.com/innovative/solar_capital/stafford-hill-solar-farm/,12-08-2014,01-09-2015,12-08-2014,,ISO-NE,Green Mountain Power,Public Owned,Secondary Distribution,2 MW PV,Utility-Owned,Green Mountain Power,0,,,LG Chem,Dynapower Corporation,Dynapower Corporation,,"Green Mountain Power, Clean Energy States Alliance (CESA)",,,,,0,,2500000,0,State/Provincial/Regional,Vermont Public Services Department,0,Federal/National American Recovery and Reinvestment Act of 2009 - RD&amp;D,"US Department of Energy, Office of Electricity",0,Private/Third Party Equity,Green Mountain Power,0,,,,,,,,,,,,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,,
Stafford Hill Solar Farm &amp; Microgrid: Lead Acid,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"Green Mountain Power constructed an innovative new solar project to improve resiliency and safety in communities, by generating clean energy that can be stored and used to power an emergency shelter at Rutland High School during a storm. According to the U.S. Department of Energy, The Stafford Hill Solar Farm is the first project to establish a micro-grid powered solely by solar and battery back-up, with no other fuel source.  Stafford Hill includes 7,700 solar panels that can generate 2 MW of electricity, enough to power about 2,000 homes during full sun, or 365 homes year-round. It also includes 4 MW of battery storage to store solar generation, which will provide many benefits to customers, including allowing the disconnection of an entire circuit from the grid in an emergency and providing critical power for an emergency shelter at the high school.  The Stafford Hill Solar Farm is sited at the closed Rutland City landfill, and is the first known solar storage project in the country to repurpose brownfield land once used to bury waste for the siting of renewable energy.",2000,1.2,43.619416,-72.95,,"Electric Bill Management with Renewables, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Resiliency, ",,Rutland,Vermont,,United States,http://www.greenmountainpower.com/innovative/solar_capital/stafford-hill-solar-farm/,12-08-2014,01-09-2015,12-08-2014,,ISO-NE,Green Mountain Power,Public Owned,Secondary Distribution,2 MW PV,Utility-Owned,Green Mountain Power,0,,,Enersys,Dynapower Corporation,Dynapower Corporation,,"Green Mountain Power, Clean Energy States Alliance (CESA)",,,,,0,,2500000,0,State/Provincial/Regional,Vermont Public Services Department,0,Federal/National American Recovery and Reinvestment Act of 2009 - RD&amp;D,"US Department of Energy, Office of Electricity",0,Private/Third Party,Green Mountain Power,0,,,,,,,,,,,,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,,
HÃ´pital Albert Schweitzer,Electro-chemical,Lithium-ion Battery,Lithium Nickel Manganese Cobalt Battery,Operational,"Hopital Albert Schweitzer (Albert Schweitzer Hospital) PV-Battery Hybrid System supplying a 130-bed hospital during the day. PV: 230 kWp, Peak load 200 kW, renewable share: about 40-50%, Diesel savings: about 220,000 liter/year.",200,1,19.104927,-72.69,,"Black Start, Microgrid Capability, ",,Leschapelles,Leschapelles,,Haiti,http://www.hopitalalbertschweitzer.org/reader/stand-solarprojekt.html,,01-10-2015,,,,,,,,Customer-Owned,Hospital Albert Schweitzer,0,,,Samsung SDI,Qinous GmbH,Qinous GmbH,Qinous GmbH,,,,,,20,,0,0,,,0,,,0,,,0,,,,,,,,,,,,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Anahola Solar Array and Battery - Kauai Island Utility Cooperative &amp; REC Solar,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Saft will supply 8 Intensium Max 20M containers and two containers housing an ABB 6 MW PCS to Kaua&#039;i Island Utility Co-operative (KIUC).  The units will be incorporated into a 60-acre, 12 MW (14.5 MW DC) PV array in Anahola on the northeast side of the island of Kauaâ€˜i. It is expected to generate twenty percent of Kauaâ€˜iâ€™s annual energy needs, or enough electricity to power 4,000 homes.   The duration is 50 minutes @ 3 MW - 70% SOC",6000,0.83,22.1452778,-159.32,,"Frequency Regulation, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Voltage Support, ",,Anahola,Hawaii,96703,United States,http://www.pv-magazine.com/news/details/beitrag/rec-puts-online-hawaiis-largest-solar-plant_100021823/#axzz3qQI5jmIC,26-06-2014,01-11-2015,01-09-2014,,,Kauai Island Utility Cooperative,Cooperative (Customer Owned),Primary Distribution,12 MW PV Array,Utility-Owned,KIUC Renewable Solutions One LLC (KRS1),0,,,Saft,ABB,Saft,"Kauai Island Utility Cooperative, Saft","Kauai Island Utility Cooperative, REC Solar",,,,,10,,7000000,0,Federal/National Debt,U.S. Department of Agriculture Rural Utilities Service,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,,
Merchandise Mart Energy Storage - Johnson Controls,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"The Merchandise Mart is a massive commercial space, spanning two city blocks along the Chicago River and offering some 4.2 million square feet of floor space. As expected, its energy consumption is also enormous, but the building has long been a leader in efficiency. And recently, the Mart took an even bigger step forward by unveiling an innovative battery storage unit that will help balance the electric grid â€“ and earn money while doing it.  Efficiency efforts at Merchandise Mart began in the 1980s with the installation of an ice-storage cooling system that freezes tons of water overnight when cooling needs are minimal, allowing the building to shift power consumption to off-peak periods, save money, and reduce pollution.",0,0,42,-88,,"Electric Bill Management, Electric Energy Time Shift, Frequency Regulation, ",222 W Merchandise Mart Plaza,Chicago,Illinois,60654,United States,http://blogs.edf.org/energyexchange/2015/11/23/how-one-of-chicagos-most-iconic-landmarks-is-saving-money-through-energy-storage-2/,,01-11-2015,,,PJM,ComEd,Investor Owned,Secondary Distribution,,Customer-Owned,Vornado Realty Trust,0,,,"Johnson Controls, Inc. (JCI)",,,,EDF Climate Corps,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Kyogoku Pumped Hydro Power Station (Unit 2),Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"One of three units that will be incorporated into the Kyoguku Pumped Hydro Power Plant. Note, each unit&#039;s commissioning date varies. Upon Completion in 2022 the plant will have a total installed capacity of 600MW.   Environmentally friendly hydroelectric power is well suited to Japan&#039;s unique topographical characteristics and climate, which provides abundant rainfall. Although hydroelectric power was once a main source of energy, the ratio of hydroelectric to thermal power has been reversed since 1959. Hydroelectric power plants can quickly be adjusted, and this makes hydroelectricity ideal for the role of compensating for potential shortfalls to meet peak demand. Pumped storage hydroelectric power plants, which pump in water during low-demand evening hours and use it to generate power during peak hours, have become the mainstream of hydroelectric power generation in recent years in Japan.",200000,0,42.8582077,140.88,,"Electric Energy Time Shift, Electric Supply Capacity, ",,Kyogoku,HokkaidÅ,,Japan,https://www3.toshiba.co.jp/power/english/topics/20151207/index.htm,,01-11-2015,,,,,Investor Owned,,,Utility-Owned,Hokkaido Electric Power Company,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
HÃºsahagi Wind Farm ESS: Faroe Islands 700 kWh ,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Saft is working with the wind turbine specialist ENERCON to deliver a major energy storage system (ESS) project for SEV, the power producer and distributor for the Faroe Islands. The 2.3 MW / 700 kWh project will be Europeâ€™s first commercial deployment of a lithium ion battery system operating in combination with a wind farm.    It will operate in combination with the new wind farm to help SEV address the key grid stability issues created by an increasing penetration of intermittent renewable energy resources. In particular it will provide ramp control to smooth out sharp increases and decreases in power, as well as frequency response and voltage control services.",2300,0.3,62.007864,-6.79,,"Frequency Regulation, Grid-Connected Commercial (Reliability &amp; Quality), Ramping, Renewables Capacity Firming, Voltage Support, ",,TÃ³rshavn,Streymoy Island,,Faroe Islands,https://www.saftbatteries.com/case-studies/saft-li-ion-energy-storage-enables-sev-optimize-wind-power-faroe-islands-0,13-04-2015,01-12-2015,,,,SEV,State/Municipal Owned,,12 MW Wind,Utility-Owned,SEV,0,,,Saft,ENERCON,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,,
V.C. Bird International Airport of Antigua Solar/Energy Storage Project - PV Energy Ltd,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,A 3 MW solar PV and energy storage system has been commissioned by the Government of Antigua and Barbuda (GOAB) and PV Energy Ltd. It is expected to cover almost all of the V.C. Bird International Airport of Antiguaâ€™s energy consumption.,3000,4,17.1274104,-61.85,,"Renewables Capacity Firming, ",,St John&#039;s,Antigua and Barbuda,,Antigua and Barbuda,http://www.pvenergyltd.com/de/news/overview/6pr.html,,01-12-2015,,,,,,,3 MW Solar PV,Utility-Owned,Government of Antigua and Barbuda,0,PV Energy Ltd,,sun2live,,,PV Energy Ltd,PV Energy Ltd,PV Energy Ltd,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,
Meyersdale Energy Storage - NextEra,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"In 2015, NextEra Energy Resources commissioned the Meyersdale Battery Energy Storage System, an 18 MW facility located in Pennsylvania operating in the PJM frequency regulation market.",18000,0.5,40.022493,-78.93,,"Frequency Regulation, ",,Somerset County,Pennsylvania,,United States,http://www.nexteraenergy.com/energynow/2016/0216/0216_EnergyStorage.shtml,,01-12-2015,,,PJM,,,,,Third-Party-Owned,"NextEra Energy Resources, LLC",0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Green Mountain Energy Storage - NextEra,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"In 2015, NextEra Energy Resources commissioned the Green Mountain Battery Energy Storage System, a 10.4 MW facility located in Pennsylvania operating in the PJM frequency regulation market.",10400,1,40.022493,-78.93,,"Frequency Regulation, Renewables Energy Time Shift, ",,Somerset County,Pennsylvania,,United States,http://www.nexteraenergyresources.com/what/energy-storage/locations.shtml,,01-12-2015,,,PJM,,,,,Third-Party-Owned,"NextEra Energy Resources, LLC",0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,
Veytaux (FMHL+) Pumped Hydro Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"With the FMHL+ project the capacity of the Veytaux pumped storage power station will be increased from 240 MW to 480 MW, 60 MW act as a reserve. To achieve this, two machine groups with 120 MW capacity each will be installed in a new cavern that is currently being excavated. The construction work has been in progress since 7 April 2011. After its commissioning, which is scheduled for the end of 2015, the pumped storage power station with one billion kWh of peak energy per year will generate virtually twice as much electricity as at present (520 million kWh). In order to achieve this, Forces Motrices Hongrin-LÃ©man SA (FMHL), in which Alpiq holds a share of almost 40 percent, is investing 331 million Swiss francs. The pumped storage power station Veytaux will play a crucial role in supplying electricity to the French-speaking part of Switzerland. The project is the response to the increasing demand for balancing energy, which has been triggered by the rapid development of the new renewable energies that generate energy in an intermittent and fluctuating manner. Thanks to its high degree of flexibility, the Veytaux power station is able to quickly balance out such fluctuations. At peak times, the water from the Hongrin reservoir is channelled through the turbines of the Veytaux power station located 800 metres lower down, while during off-peak times, the excess energy is used to pump water from Lake Geneva up to the Hongrin reservoir.   Please note that the Hogrin-Leman is a separate plant.",240000,0,46.4358779,6.91,,"Electric Energy Time Shift, Electric Supply Capacity, ",,Veytaux,Montreux,,Switzerland,http://www.alpiq.com/what-we-offer/our-assets/hydropower/storage-power-plants/forces-motrices-hongrin-lman-fmhl.jsp,,01-12-2015,04-07-2011,,,,,Transmission,,Third-Party-Owned,Alpiq,39,Romande Energie; Group E; Municipality of Lausanne,41,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Kaxu Solar One,Thermal Storage,Molten Salt Thermal Storage,Molten Salt Thermal Storage,Operational,"KaXu Solar One is a 100MW parabolic trough plant near Pofadder in Northern Cape. The power station will have a storage capacity of two and a half hours and use molten salt to store heat energy.  In the parabolic trough system, the sun&#039;s energy is concentrated by parabolically curved, trough-shaped reflectors onto a receiver pipe running along the focal line of the curved surface. This energy heats oil flowing through the pipe, and the heat energy is then used to convert water to steam and generate electricity in a conventional steam generator.",100000,2.5,-28.880269,19.59,,"Onsite Renewable Generation Shifting, Renewables Capacity Firming, Renewables Energy Time Shift, ",,Pofadder,Northern Cape,,South Africa,http://www.abengoasolar.com/export/sites/abengoasolar/resources/pdf/KaXuSolarOne-factsheet.pdf,,02-03-2015,01-11-2012,,,Eskom,Federally Owned,Transmission,CSP Plant,Third-Party-Owned,Abengoa Solar,51,Industrial Development Corporation &amp; KaXu Solar One,49,Abengoa Solar,Siemens,Abeinsa EPC,Abengoa Solar,Abengoa Solar,Abeinsa EPC,Rioglass,Schott,,0,,0,0,Federal/National Government â€“ RD&amp;D,Department of Energy (South Africa) - Renewable Energy Independent Power Producer Procurement Programme,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,,
Energiepark Mainz,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,Operational,"Energiepark Mainz is the world&#039;s first multi-MW PEM electrolysis based power-to-gas project. It features about 6 MWel of peak capacity and 4 MWel continuous capacity. The produced hydrogen is compressed by an ionic compressor, stored onsite and filled into trailers and injected into the natural gas grid.  http://www.energiepark-mainz.de/wissen/technologie/  http://www.energiepark-mainz.de/wissen/technische-daten/",6000,4.33,49.9928617,8.25,,"Demand Response, Load Following (Tertiary Balancing), Ramping, Renewables Capacity Firming, Stationary Transmission/Distribution Upgrade Deferral, Transmission Congestion Relief, ",,Mainz,Rheinland-Pfalz,,Germany,http://www.energiepark-mainz.de,07-06-2013,02-07-2015,30-04-2015,,,Mainzer Stadtwerke AG,State/Municipal Owned,Primary Distribution,4 x 2 MW Wind Park,Utility-Owned,Stadtwerke Mainz AG,0,Linde AG,,Siemens AG / Linde AG,,,,,,,,,0,,19000000,0,Federal/National,German Federal Ministry for Economic Affairs and Energy,0,,,0,,,0,RheinMain University of Applied Sciences,,,,,,,,,,,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,,
SmartPowerFlow Project - Gildemeister,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,De-Commissioned,"In this project for the first time a large scale stationary redox-flow battery (CellCube FB200-400 DC) of the company Gildemeister energy solutions has been integrated into a German distribution grid in order to reinforce an electrical network with a high share of renewable energies. The main aim is to quantify which and in what amount network expansion measures can be avoided through the usage of battery storage systems. In addition it is examined to what extend the balancing act between economic and grid-supportive operation is manageable. The partners of the project are the Reiner Lemoine Institut gGmbH, SMA Solar Technology AG, LEW Verteilnetz GmbH and Younicios AG.",200,2,48.1005133,10.56,,"Frequency Regulation, Renewables Capacity Firming, Voltage Support, ",,Tussenhausen,Bavaria,,Germany,http://reiner-lemoine-institut.de/en/smart-power-flow/,,02-09-2015,,15-06-2016,,LEW distribution GmbH (LVN) - Bavarian grid operator,,,,Third-Party-Owned,LEW distribution GmbH (LVN),0,,,GILDEMEISTER energy solutions GmbH,SMA Solar Technology AG,Reiner Lemoine Institute gGmbH; Younicos AG,,,,,,,0,,0,0,Federal/National Grant,Federal Ministry for Economic Affairs and Energy,0,,,0,,,0,Reiner Lemoine Institute gGmbH,The goal of the institute is to scientifically support the long-term transition of the energy supply to 100% renewables. The instituteâ€™s basic funding is provided by Reiner Lemoin-Stiftung.,http://reiner-lemoine-institut.de/en/,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
30 kW Smart Storage at Baker Electric Corporate Headquarters,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"&lt;p&gt;In February 2015, Baker Electric installed the Smart Storage energy storage solution at their corporate headquarters in Escondido. The 30 kW energy storage system is coupled with an existing 85 kW solar system to help cap expensive utility demand charges.&lt;/p&gt;",30,2.67,33.1072539999999,-117.12,,"Electric Bill Management, Electric Bill Management with Renewables, ",1298 Pacific Oaks Place,Escondido,California,,United States,http://www.baker-electric.com/projects-experience/project-profiles-battery-storage/case-study-smart-storage-at-baker-electric/,,03-02-2015,,,CAISO,SCE,Investor Owned,Transmission,,Customer-Owned,Baker Electric,0,,,Samsung,Sharp / Ideal Power,Baker Electric,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Blue Solutions - Bluezone Niamey 70kWc Solar Power Plant,Lithium Ion Battery,Lithium Polymer Battery,Lithium Polymer Battery,Operational,"&lt;p&gt;MiniGrid that provides electricity, Wifi and drinking water for a &quot;BlueZone&quot; where economical, social and cultural interactions can happen. 70kWc solar power plant combined with 180kWh LMP batteries and a diesel backup generator. Optimization of the whole components performed by Blue Solutions.&lt;/p&gt;",45,4,13.2959909,2.813534,,"Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",,Niamey,,,Niger,,,04-07-2015,,,,,Investor Owned,Transmission,"Solar PV, diesel generator",Customer-Owned,,0,,,www.blue-solutions.com,,www.blue-solutions.com,www.blue-solutions.com,www.blue-solutions.com,,,,,25,,0,0,,,0,,,0,,,0,,,,,,,,,,,France ,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,,
Beech Ridge Wind Storage 31.5 MW,Electro-chemical,Electro-chemical,Lithium Iron Phosphate Battery,Operational,"The 31.5 MW Beech Ridge energy storage developed by Invenergy is located adjacent to its 100.5 MW wind farm in West Virginia. Beech Ridge will use stored wind energy to provide fast-response frequency regulation to the PJM Interconnection ancillary services market.  The energy storage device will have a combined nominal output of up to 31.5 MW, comprised of eighteen 1.8 MW modules. Each 1.8 MW module includes: one standard shipping container housing four battery strings; four 450 kW inverters to convert power between direct current and alternating current; a chiller to cool the battery containers; and a transformer for the inverter.",31500,0,37.9631733,-80.69,,"Frequency Regulation, Ramping, Renewables Capacity Firming, ",,Rupert,West Virginia,,United States,http://www.utilitydive.com/news/invenergy-adds-315-mw-battery-to-booming-pjm-frequency-regulation-market/408558/,25-02-2014,04-11-2015,,,PJM,,,,100.5 MW wind farm,Third-Party-Owned,"Beech Ridge Energy Storage, LLC.",0,,,BYD,,,,"Invenergy, LLC.",,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,
Izu Oshima Battery Storage System - Hitachi Chemical Company,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"In cooperation with TEPCO Power Grid, Inc., Hitachi has been conducting a demonstration project on its large-scale battery energy storage system on Izu Oshima Island south of Tokyo.   The island has an independent power grid and is a suitable testing site to assess the effect of introducing large amounts of energy from renewable sources on the grid. In the demonstration project, which is aiming toward the commercialization of the system, the durability of the battery energy storage system was an especially important concern.   Hitachi Chemical Company, Ltd., the developer of the lead batteries, has more than 10 years&#039; experience in delivering devices to reduce power fluctuation. The company has been researching and analyzing batteries for longevity and has accumulated a knowledge base on the improvement of battery performance. In the Izu Oshima Island demonstration, Hitachi has also evaluating the durability and performance of the battery energy storage system through deterioration analysis utilizing data from Hitachi Chemical Company, Ltd. Further, Hitachi is creating control systems to monitor the operational status of the battery energy storage system for the demonstration project, not just for onsite monitoring but also for remote monitoring from the TEPCO&#039;s Oshima Power Plant at Izu Oshima Island in Tokyo and Hitachi&#039;s Omika Works in Ibaraki Prefecture. Hitachi is striving to develop control technology from research and analysis of the data for the operation of battery energy storage systems.  As Izu Oshima Island has been relying on diesel power generation, one of the purposes of this demonstration project is to evaluate the effect of using the battery energy storage system in reducing fuel costs. Hitachi is looking to find economical solutions to improve power grids in other island regions that have been relying on fossil fuels for their power supply. Hitachi is working towards optimal utilization of renewable energy and diesel power generation.",1500,2,34.7408836,139.39,,"Electric Energy Time Shift, Electric Supply Capacity, Frequency Regulation, ",,Â Izu Oshima,Â Izu Oshima,,Japan,https://www.metering.com/hitachi-tepco-and-nedo-collaborate-on-energy-storage-project-in-tokyo/,24-12-2014,05-05-2015,,,,Tokyo Electric Power Company (TEPCO),Investor Owned,Primary Distribution,,Utility-Owned,Tokyo Electric Power Company Inc (TEPCO),0,,,,Hitachi Chemical Company,Hitachi Chemical Company,Hitachi Chemical Company,Hitachi Chemical Company,,,,,0,,0,0,Federal/National,New Energy and Industrial Technology Development Organization,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Lausanne Polytechnic School-Martigny-200kW,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,"Gildemeister energy storage GmbH is planning to install a CellCube storage system, which is based on vanadium redox flow technology, at the &#039;Laboratory for Physical and Analytical Electrochemistry&#039; (LEPA) of the Lausanne Polytechnic School near Martigny. The goal of the project is to develop a charging station that can charge both battery-powered as well as hydrogen / fuel cell vehicles using electricity from renewable sources.",200,2,46.1049798,7.08,,"Electric Bill Management with Renewables, Renewables Energy Time Shift, ",,Martigny,Valais,,Switzerland,http://www.sunwindenergy.com/photovoltaics-review/redox-flow-charging-station-to-installed-martigny,,05-10-2015,,,,,,,,Customer-Owned,Laboratory for Physical and Analytical Electrochemistry,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,
